parent_sku,product,full_product_name,color,sizes,variation_skus,copy_only_no_extension,website_filename,product_id
A17,Celia Drawstring One Shoulder Top,Celia Drawstring One Shoulder Top Wanita Korean Style Premium Fit Body Casual,Dusty Pink,,A17-pink,celiapink,celiapink.jpg,42967469212
A17,Celia Drawstring One Shoulder Top,Celia Drawstring One Shoulder Top Wanita Korean Style Premium Fit Body Casual,Hitam,,A17-hitam,celiahitam,celiahitam.jpg,42967469212
A17,Celia Drawstring One Shoulder Top,Celia Drawstring One Shoulder Top Wanita Korean Style Premium Fit Body Casual,Dark Choco,,A17-coklat tua,celiadarkchoco,celiadarkchoco.jpg,42967469212
6052,Kaluna Square Neck Ruched Crop,Kaluna Square Neck Ruched Crop Top Wanita Korean Style Premium Stretch Fit Body Casual,Army,,6052-army,kalunaarmy,kalunaarmy.jpg,42761877525
6052,Kaluna Square Neck Ruched Crop,Kaluna Square Neck Ruched Crop Top Wanita Korean Style Premium Stretch Fit Body Casual,Kubus,,6052-kubus,kalunakubus,kalunakubus.jpg,42761877525
6052,Kaluna Square Neck Ruched Crop,Kaluna Square Neck Ruched Crop Top Wanita Korean Style Premium Stretch Fit Body Casual,Fuschia,,6052-fuschia,kalunafuschia,kalunafuschia.jpg,42761877525
6052,Kaluna Square Neck Ruched Crop,Kaluna Square Neck Ruched Crop Top Wanita Korean Style Premium Stretch Fit Body Casual,Navy,,6052-navy,kalunanavy,kalunanavy.jpg,42761877525
6052,Kaluna Square Neck Ruched Crop,Kaluna Square Neck Ruched Crop Top Wanita Korean Style Premium Stretch Fit Body Casual,Lime,,6052-lime,kalunalime,kalunalime.jpg,42761877525
6052,Kaluna Square Neck Ruched Crop,Kaluna Square Neck Ruched Crop Top Wanita Korean Style Premium Stretch Fit Body Casual,Putih,,6052-pth,kalunaputih,kalunaputih.jpg,42761877525
6052,Kaluna Square Neck Ruched Crop,Kaluna Square Neck Ruched Crop Top Wanita Korean Style Premium Stretch Fit Body Casual,Maron,,6052-maron,kalunamaroon,kalunamaroon.jpg,42761877525
6052,Kaluna Square Neck Ruched Crop,Kaluna Square Neck Ruched Crop Top Wanita Korean Style Premium Stretch Fit Body Casual,Plum,,6052-plum,kalunaplum,kalunaplum.jpg,42761877525
6052,Kaluna Square Neck Ruched Crop,Kaluna Square Neck Ruched Crop Top Wanita Korean Style Premium Stretch Fit Body Casual,Abu Tua,,6052-abu,kalunaabutua,kalunaabutua.jpg,42761877525
6052,Kaluna Square Neck Ruched Crop,Kaluna Square Neck Ruched Crop Top Wanita Korean Style Premium Stretch Fit Body Casual,Hitam,,6052-hitam,kalunahitam,kalunahitam.jpg,42761877525
6052,Kaluna Square Neck Ruched Crop,Kaluna Square Neck Ruched Crop Top Wanita Korean Style Premium Stretch Fit Body Casual,Salem,,6052-salem,kalunasalem,kalunasalem.jpg,42761877525
6052,Kaluna Square Neck Ruched Crop,Kaluna Square Neck Ruched Crop Top Wanita Korean Style Premium Stretch Fit Body Casual,Denim,,6052-denim,kalunadenim,kalunadenim.jpg,42761877525
6052,Kaluna Square Neck Ruched Crop,Kaluna Square Neck Ruched Crop Top Wanita Korean Style Premium Stretch Fit Body Casual,Lemon,,6052-lemon,kalunalemon,kalunalemon.jpg,42761877525
6052,Kaluna Square Neck Ruched Crop,Kaluna Square Neck Ruched Crop Top Wanita Korean Style Premium Stretch Fit Body Casual,Cokelat,,6052-coklat,kalunacoklat,kalunacoklat.jpg,42761877525
6052,Kaluna Square Neck Ruched Crop,Kaluna Square Neck Ruched Crop Top Wanita Korean Style Premium Stretch Fit Body Casual,Merah,,6052-merah,kalunamerah,kalunamerah.jpg,42761877525
6052,Kaluna Square Neck Ruched Crop,Kaluna Square Neck Ruched Crop Top Wanita Korean Style Premium Stretch Fit Body Casual,Taro,,6052-taro,kalunataro,kalunataro.jpg,42761877525
6052,Kaluna Square Neck Ruched Crop,Kaluna Square Neck Ruched Crop Top Wanita Korean Style Premium Stretch Fit Body Casual,Khaki,,6052-khaki,kalunakhaki,kalunakhaki.jpg,42761877525
A22,Daisy Bow Halter Long Sleeve,Daisy Bow Halter Long Sleeve Top Wanita Korean Style Soft Knit Premium Oval Hem Fit Body Casual,Taro,,A22-taro,daisytaro,daisytaro.jpg,42620679848
A22,Daisy Bow Halter Long Sleeve,Daisy Bow Halter Long Sleeve Top Wanita Korean Style Soft Knit Premium Oval Hem Fit Body Casual,Dark Choco,,A22-coktua,daisydarkchoco,daisydarkchoco.jpg,42620679848
A22,Daisy Bow Halter Long Sleeve,Daisy Bow Halter Long Sleeve Top Wanita Korean Style Soft Knit Premium Oval Hem Fit Body Casual,Navy,,A22-navy,daisynavy,daisynavy.jpg,42620679848
A22,Daisy Bow Halter Long Sleeve,Daisy Bow Halter Long Sleeve Top Wanita Korean Style Soft Knit Premium Oval Hem Fit Body Casual,Dusty Pink,,A22-pink,daisypink,daisypink.jpg,42620679848
A22,Daisy Bow Halter Long Sleeve,Daisy Bow Halter Long Sleeve Top Wanita Korean Style Soft Knit Premium Oval Hem Fit Body Casual,Baby Pink Polkadot,,A22-polka,daisypinkdot,daisypinkdot.jpg,42620679848
A22,Daisy Bow Halter Long Sleeve,Daisy Bow Halter Long Sleeve Top Wanita Korean Style Soft Knit Premium Oval Hem Fit Body Casual,Soft brown,,A22-coksu,daisysoftbrown,daisysoftbrown.jpg,42620679848
A22,Daisy Bow Halter Long Sleeve,Daisy Bow Halter Long Sleeve Top Wanita Korean Style Soft Knit Premium Oval Hem Fit Body Casual,Ash Grey,,A22-abumuda,daisyashgrey,daisyashgrey.jpg,42620679848
A22,Daisy Bow Halter Long Sleeve,Daisy Bow Halter Long Sleeve Top Wanita Korean Style Soft Knit Premium Oval Hem Fit Body Casual,Baby Blue,,A22-birumuda,daisybabyblue,daisybabyblue.jpg,42620679848
A22,Daisy Bow Halter Long Sleeve,Daisy Bow Halter Long Sleeve Top Wanita Korean Style Soft Knit Premium Oval Hem Fit Body Casual,Hitam Polkadot,,A22-polka,daisyhitamdot,daisyhitamdot.jpg,42620679848
A22,Daisy Bow Halter Long Sleeve,Daisy Bow Halter Long Sleeve Top Wanita Korean Style Soft Knit Premium Oval Hem Fit Body Casual,Putih,,A22-putih,daisyputih,daisyputih.jpg,42620679848
A22,Daisy Bow Halter Long Sleeve,Daisy Bow Halter Long Sleeve Top Wanita Korean Style Soft Knit Premium Oval Hem Fit Body Casual,Maroon,,A22-marun,daisymaroon,daisymaroon.jpg,42620679848
A22,Daisy Bow Halter Long Sleeve,Daisy Bow Halter Long Sleeve Top Wanita Korean Style Soft Knit Premium Oval Hem Fit Body Casual,Misty,,A22-abu,daisymisty,daisymisty.jpg,42620679848
A22,Daisy Bow Halter Long Sleeve,Daisy Bow Halter Long Sleeve Top Wanita Korean Style Soft Knit Premium Oval Hem Fit Body Casual,Hitam,,A22-hitam,daisyhitam,daisyhitam.jpg,42620679848
A22,Daisy Bow Halter Long Sleeve,Daisy Bow Halter Long Sleeve Top Wanita Korean Style Soft Knit Premium Oval Hem Fit Body Casual,Putih Polkadot,,A22-polka,daisyputihdot,daisyputihdot.jpg,42620679848
A22,Daisy Bow Halter Long Sleeve,Daisy Bow Halter Long Sleeve Top Wanita Korean Style Soft Knit Premium Oval Hem Fit Body Casual,Misty blue,,A22-biru,daisymistyblue,daisymistyblue.jpg,42620679848
A22,Daisy Bow Halter Long Sleeve,Daisy Bow Halter Long Sleeve Top Wanita Korean Style Soft Knit Premium Oval Hem Fit Body Casual,Moss green,,A22-hijau,daisymossgreen,daisymossgreen.jpg,42620679848
A22,Daisy Bow Halter Long Sleeve,Daisy Bow Halter Long Sleeve Top Wanita Korean Style Soft Knit Premium Oval Hem Fit Body Casual,Baby Blue Polkadot,,A22-polka,daisybluedot,daisybluedot.jpg,42620679848
A39,Noora Ruffle Off Shoulder Button,Noora Ruffle Off Shoulder Button Detail Knit Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Dusty Pink,,A39-pink,noorapink,noorapink.jpg,42578586006
A39,Noora Ruffle Off Shoulder Button,Noora Ruffle Off Shoulder Button Detail Knit Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Hitam,,A39-hitam,noorahitam,noorahitam.jpg,42578586006
A39,Noora Ruffle Off Shoulder Button,Noora Ruffle Off Shoulder Button Detail Knit Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Dark Choco,,A39-coktu,nooradarkchoco,nooradarkchoco.jpg,42578586006
A39,Noora Ruffle Off Shoulder Button,Noora Ruffle Off Shoulder Button Detail Knit Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Maroon,,A39-marun,nooramaroon,nooramaroon.jpg,42578586006
A39,Noora Ruffle Off Shoulder Button,Noora Ruffle Off Shoulder Button Detail Knit Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Putih,,A39-putih,nooraputih,nooraputih.jpg,42578586006
A39,Noora Ruffle Off Shoulder Button,Noora Ruffle Off Shoulder Button Detail Knit Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Navy,,A39-navy,nooranavy,nooranavy.jpg,42578586006
A09,Stella Coquette Lace Bow Knit,Stella Coquette Lace Bow Knit Top Wanita Korean Style Soft Knit Premium Y2K Casual - MOCHI Series,Maron,,A09-maron,stellamaroon,stellamaroon.jpg,42364503379
A09,Stella Coquette Lace Bow Knit,Stella Coquette Lace Bow Knit Top Wanita Korean Style Soft Knit Premium Y2K Casual - MOCHI Series,Putih Polkadot,,A09--polka,stellaputihdot,stellaputihdot.jpg,42364503379
A09,Stella Coquette Lace Bow Knit,Stella Coquette Lace Bow Knit Top Wanita Korean Style Soft Knit Premium Y2K Casual - MOCHI Series,Soft Brown,,A09-coksu,stellasoftbrown,stellasoftbrown.jpg,42364503379
A09,Stella Coquette Lace Bow Knit,Stella Coquette Lace Bow Knit Top Wanita Korean Style Soft Knit Premium Y2K Casual - MOCHI Series,Dusty Pink,,A09-pink,stellapink,stellapink.jpg,42364503379
A09,Stella Coquette Lace Bow Knit,Stella Coquette Lace Bow Knit Top Wanita Korean Style Soft Knit Premium Y2K Casual - MOCHI Series,Baby Pink Polkadot,,A09--polka,stellapinkdot,stellapinkdot.jpg,42364503379
A09,Stella Coquette Lace Bow Knit,Stella Coquette Lace Bow Knit Top Wanita Korean Style Soft Knit Premium Y2K Casual - MOCHI Series,Hitam,,A09-hitam,stellahitam,stellahitam.jpg,42364503379
A09,Stella Coquette Lace Bow Knit,Stella Coquette Lace Bow Knit Top Wanita Korean Style Soft Knit Premium Y2K Casual - MOCHI Series,Ashgray,,A09-ashgray,stellaashgrey,stellaashgrey.jpg,42364503379
A09,Stella Coquette Lace Bow Knit,Stella Coquette Lace Bow Knit Top Wanita Korean Style Soft Knit Premium Y2K Casual - MOCHI Series,Coklat,,A09-coktu,stellacoklat,stellacoklat.jpg,42364503379
A09,Stella Coquette Lace Bow Knit,Stella Coquette Lace Bow Knit Top Wanita Korean Style Soft Knit Premium Y2K Casual - MOCHI Series,Hitam Polkadot,,A09-polka,stellahitamdot,stellahitamdot.jpg,42364503379
A09,Stella Coquette Lace Bow Knit,Stella Coquette Lace Bow Knit Top Wanita Korean Style Soft Knit Premium Y2K Casual - MOCHI Series,Sky Blue Polkadot,,A09--polka,stellaskybluedot,stellaskybluedot.jpg,42364503379
A09,Stella Coquette Lace Bow Knit,Stella Coquette Lace Bow Knit Top Wanita Korean Style Soft Knit Premium Y2K Casual - MOCHI Series,Misty,,A09-abu,stellamisty,stellamisty.jpg,42364503379
A09,Stella Coquette Lace Bow Knit,Stella Coquette Lace Bow Knit Top Wanita Korean Style Soft Knit Premium Y2K Casual - MOCHI Series,Sky Blue,,A09-biru,stellaskyblue,stellaskyblue.jpg,42364503379
6042,Qayla Side Drawstring/Tali Serut Samping,Qayla Side Drawstring/Tali Serut Samping Pinggang Crop Top Wanita Korean Style Premium Stretch Fit Body Casual,Salem,,6042-salem,qaylasalem,qaylasalem.jpg,42161876970
6042,Qayla Side Drawstring/Tali Serut Samping,Qayla Side Drawstring/Tali Serut Samping Pinggang Crop Top Wanita Korean Style Premium Stretch Fit Body Casual,Dusty Pink,,6042-dustypink,qaylapink,qaylapink.jpg,42161876970
6042,Qayla Side Drawstring/Tali Serut Samping,Qayla Side Drawstring/Tali Serut Samping Pinggang Crop Top Wanita Korean Style Premium Stretch Fit Body Casual,Navy,,6042-navy,qaylanavy,qaylanavy.jpg,42161876970
6042,Qayla Side Drawstring/Tali Serut Samping,Qayla Side Drawstring/Tali Serut Samping Pinggang Crop Top Wanita Korean Style Premium Stretch Fit Body Casual,Biru,,6042-biru,qaylabiru,qaylabiru.jpg,42161876970
6042,Qayla Side Drawstring/Tali Serut Samping,Qayla Side Drawstring/Tali Serut Samping Pinggang Crop Top Wanita Korean Style Premium Stretch Fit Body Casual,Fuschia,,6042-fuschia,qaylafuschia,qaylafuschia.jpg,42161876970
6042,Qayla Side Drawstring/Tali Serut Samping,Qayla Side Drawstring/Tali Serut Samping Pinggang Crop Top Wanita Korean Style Premium Stretch Fit Body Casual,Kubus,,6042-kubus,qaylakubus,qaylakubus.jpg,42161876970
6042,Qayla Side Drawstring/Tali Serut Samping,Qayla Side Drawstring/Tali Serut Samping Pinggang Crop Top Wanita Korean Style Premium Stretch Fit Body Casual,Cokelat,,6042-coklat,qaylacoklat,qaylacoklat.jpg,42161876970
6042,Qayla Side Drawstring/Tali Serut Samping,Qayla Side Drawstring/Tali Serut Samping Pinggang Crop Top Wanita Korean Style Premium Stretch Fit Body Casual,Army,,6042-army,qaylaarmy,qaylaarmy.jpg,42161876970
6042,Qayla Side Drawstring/Tali Serut Samping,Qayla Side Drawstring/Tali Serut Samping Pinggang Crop Top Wanita Korean Style Premium Stretch Fit Body Casual,Putih,,6042-putih,qaylaputih,qaylaputih.jpg,42161876970
6042,Qayla Side Drawstring/Tali Serut Samping,Qayla Side Drawstring/Tali Serut Samping Pinggang Crop Top Wanita Korean Style Premium Stretch Fit Body Casual,Maron,,6042-maron,qaylamaroon,qaylamaroon.jpg,42161876970
6042,Qayla Side Drawstring/Tali Serut Samping,Qayla Side Drawstring/Tali Serut Samping Pinggang Crop Top Wanita Korean Style Premium Stretch Fit Body Casual,Taro,,6042-taro,qaylataro,qaylataro.jpg,42161876970
6042,Qayla Side Drawstring/Tali Serut Samping,Qayla Side Drawstring/Tali Serut Samping Pinggang Crop Top Wanita Korean Style Premium Stretch Fit Body Casual,Abu Tua,,6042-abutua,qaylaabutua,qaylaabutua.jpg,42161876970
6042,Qayla Side Drawstring/Tali Serut Samping,Qayla Side Drawstring/Tali Serut Samping Pinggang Crop Top Wanita Korean Style Premium Stretch Fit Body Casual,Khaki,,6042-khaki,qaylakhaki,qaylakhaki.jpg,42161876970
6042,Qayla Side Drawstring/Tali Serut Samping,Qayla Side Drawstring/Tali Serut Samping Pinggang Crop Top Wanita Korean Style Premium Stretch Fit Body Casual,Hitam,,6042-hitam,qaylahitam,qaylahitam.jpg,42161876970
6042,Qayla Side Drawstring/Tali Serut Samping,Qayla Side Drawstring/Tali Serut Samping Pinggang Crop Top Wanita Korean Style Premium Stretch Fit Body Casual,Merah,,6042-merah,qaylamerah,qaylamerah.jpg,42161876970
6042,Qayla Side Drawstring/Tali Serut Samping,Qayla Side Drawstring/Tali Serut Samping Pinggang Crop Top Wanita Korean Style Premium Stretch Fit Body Casual,Lemon,,6042-lemon,qaylalemon,qaylalemon.jpg,42161876970
A37,Cavita Mock Neck Cap Sleeve,Cavita Mock Neck Cap Sleeve Pointed Hem Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Moss Green,,A37-hijau,cavitamossgreen,cavitamossgreen.jpg,41920686829
A37,Cavita Mock Neck Cap Sleeve,Cavita Mock Neck Cap Sleeve Pointed Hem Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Taro,,A37-taro,cavitataro,cavitataro.jpg,41920686829
A37,Cavita Mock Neck Cap Sleeve,Cavita Mock Neck Cap Sleeve Pointed Hem Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Misty,,A37-abu,cavitamisty,cavitamisty.jpg,41920686829
A37,Cavita Mock Neck Cap Sleeve,Cavita Mock Neck Cap Sleeve Pointed Hem Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Soft Brown,,A37-coksu,cavitasoftbrown,cavitasoftbrown.jpg,41920686829
A37,Cavita Mock Neck Cap Sleeve,Cavita Mock Neck Cap Sleeve Pointed Hem Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Dusty Pink,,A37-pink,cavitapink,cavitapink.jpg,41920686829
A37,Cavita Mock Neck Cap Sleeve,Cavita Mock Neck Cap Sleeve Pointed Hem Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Misty Blue,,A37-biru,cavitamistyblue,cavitamistyblue.jpg,41920686829
A34,Delia Asymmetrical Shoulder Knit Top,Delia Asymmetrical Shoulder Knit Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Misty,,A34-abu,deliamisty,deliamisty.jpg,41820708549
A34,Delia Asymmetrical Shoulder Knit Top,Delia Asymmetrical Shoulder Knit Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Soft Brown,,A34-coksu,deliasoftbrown,deliasoftbrown.jpg,41820708549
A34,Delia Asymmetrical Shoulder Knit Top,Delia Asymmetrical Shoulder Knit Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Dusty Pink,,A34-pink,deliapink,deliapink.jpg,41820708549
A34,Delia Asymmetrical Shoulder Knit Top,Delia Asymmetrical Shoulder Knit Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Misty Blue,,A34-biru,deliamistyblue,deliamistyblue.jpg,41820708549
A34,Delia Asymmetrical Shoulder Knit Top,Delia Asymmetrical Shoulder Knit Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Moss Green,,A34-hijau,deliamossgreen,deliamossgreen.jpg,41820708549
A34,Delia Asymmetrical Shoulder Knit Top,Delia Asymmetrical Shoulder Knit Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Taro,,A34-taro,deliataro,deliataro.jpg,41820708549
A25,Chani Twist Off Shoulder Top,Chani Twist Off Shoulder Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Sage Olive,,A25-sage,chanisageolive,chanisageolive.jpg,41718485447
A25,Chani Twist Off Shoulder Top,Chani Twist Off Shoulder Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Baby Blue,,A25-birmud,chanibabyblue,chanibabyblue.jpg,41718485447
A25,Chani Twist Off Shoulder Top,Chani Twist Off Shoulder Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Moss Green,,A25-hijau,chanimossgreen,chanimossgreen.jpg,41718485447
A25,Chani Twist Off Shoulder Top,Chani Twist Off Shoulder Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Ash Grey,,A25-ashgrey,chaniashgrey,chaniashgrey.jpg,41718485447
A25,Chani Twist Off Shoulder Top,Chani Twist Off Shoulder Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Soft Brown,,A25-coksu,chanisoftbrown,chanisoftbrown.jpg,41718485447
A25,Chani Twist Off Shoulder Top,Chani Twist Off Shoulder Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Misty Blue,,A25-biru,chanimistyblue,chanimistyblue.jpg,41718485447
A25,Chani Twist Off Shoulder Top,Chani Twist Off Shoulder Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Taro,,A25-taro,chanitaro,chanitaro.jpg,41718485447
A25,Chani Twist Off Shoulder Top,Chani Twist Off Shoulder Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Misty,,A25-abu,chanimisty,chanimisty.jpg,41718485447
A25,Chani Twist Off Shoulder Top,Chani Twist Off Shoulder Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Dusty Tosca,,A25-tosca,chanidustytosca,chanidustytosca.jpg,41718485447
A25,Chani Twist Off Shoulder Top,Chani Twist Off Shoulder Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Htam,,A25-hitam,chanihitam,chanihitam.jpg,41718485447
A25,Chani Twist Off Shoulder Top,Chani Twist Off Shoulder Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Dusty Pink,,A25-pink,chanipink,chanipink.jpg,41718485447
A25,Chani Twist Off Shoulder Top,Chani Twist Off Shoulder Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Putih,,A25-putih,chaniputih,chaniputih.jpg,41718485447
A25,Chani Twist Off Shoulder Top,Chani Twist Off Shoulder Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Dark Choco,,A25-coktua,chanidarkchoco,chanidarkchoco.jpg,41718485447
A25,Chani Twist Off Shoulder Top,Chani Twist Off Shoulder Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Maron,,A25-marun,chanimaroon,chanimaroon.jpg,41718485447
7024,Elody Kaos Wanita Lengan Panjang,Elody Kaos Wanita Lengan Panjang Kerut Depan V Neck Korean Style Premium Rayon Spandex,Khaki,,7024-khaki,elodykhaki,elodykhaki.jpg,41682155240
7024,Elody Kaos Wanita Lengan Panjang,Elody Kaos Wanita Lengan Panjang Kerut Depan V Neck Korean Style Premium Rayon Spandex,Cokelat,,7024-coklat,elodycoklat,elodycoklat.jpg,41682155240
7024,Elody Kaos Wanita Lengan Panjang,Elody Kaos Wanita Lengan Panjang Kerut Depan V Neck Korean Style Premium Rayon Spandex,Maron,,7024-maron,elodymaroon,elodymaroon.jpg,41682155240
7024,Elody Kaos Wanita Lengan Panjang,Elody Kaos Wanita Lengan Panjang Kerut Depan V Neck Korean Style Premium Rayon Spandex,Hitam,,7024-hitam,elodyhitam,elodyhitam.jpg,41682155240
7024,Elody Kaos Wanita Lengan Panjang,Elody Kaos Wanita Lengan Panjang Kerut Depan V Neck Korean Style Premium Rayon Spandex,Abu Tua,,7024-abu,elodyabutua,elodyabutua.jpg,41682155240
7024,Elody Kaos Wanita Lengan Panjang,Elody Kaos Wanita Lengan Panjang Kerut Depan V Neck Korean Style Premium Rayon Spandex,Salem,,7024-salem,elodysalem,elodysalem.jpg,41682155240
A18,Cavia 2 In 1 Knit,Cavia 2 In 1 Knit Tank Top Cardigan Set Wanita Korean Style Soft Knit Premium Fit Body Casual,Dusty Pink,,A18-pink,caviapink,caviapink.jpg,41418481397
A18,Cavia 2 In 1 Knit,Cavia 2 In 1 Knit Tank Top Cardigan Set Wanita Korean Style Soft Knit Premium Fit Body Casual,Misty Blue,,A18-biru,caviamistyblue,caviamistyblue.jpg,41418481397
A18,Cavia 2 In 1 Knit,Cavia 2 In 1 Knit Tank Top Cardigan Set Wanita Korean Style Soft Knit Premium Fit Body Casual,Moss Green,,A18-hijau,caviamossgreen,caviamossgreen.jpg,41418481397
A18,Cavia 2 In 1 Knit,Cavia 2 In 1 Knit Tank Top Cardigan Set Wanita Korean Style Soft Knit Premium Fit Body Casual,Taro,,A18-taro,caviataro,caviataro.jpg,41418481397
A18,Cavia 2 In 1 Knit,Cavia 2 In 1 Knit Tank Top Cardigan Set Wanita Korean Style Soft Knit Premium Fit Body Casual,Misty,,A18-abu,caviamisty,caviamisty.jpg,41418481397
A18,Cavia 2 In 1 Knit,Cavia 2 In 1 Knit Tank Top Cardigan Set Wanita Korean Style Soft Knit Premium Fit Body Casual,Soft Brown,,A18-coksu,caviasoftbrown,caviasoftbrown.jpg,41418481397
A14,Diffa Ruched Keyhole Halter Top,Diffa Ruched Keyhole Halter Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Soft Brown,,A14-coksu,diffasoftbrown,diffasoftbrown.jpg,41320699591
A14,Diffa Ruched Keyhole Halter Top,Diffa Ruched Keyhole Halter Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Dusty Pink,,A14-pink,diffapink,diffapink.jpg,41320699591
A14,Diffa Ruched Keyhole Halter Top,Diffa Ruched Keyhole Halter Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Misty Blue,,A14-biru,diffamistyblue,diffamistyblue.jpg,41320699591
A14,Diffa Ruched Keyhole Halter Top,Diffa Ruched Keyhole Halter Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Moss Green,,A14-hijau,diffamossgreen,diffamossgreen.jpg,41320699591
A14,Diffa Ruched Keyhole Halter Top,Diffa Ruched Keyhole Halter Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Taro,,A14-taro,diffataro,diffataro.jpg,41320699591
A14,Diffa Ruched Keyhole Halter Top,Diffa Ruched Keyhole Halter Top Wanita Korean Style Soft Knit Premium Fit Body Casual,Misty,,A14-abu,diffamisty,diffamisty.jpg,41320699591
7010,Rhea V-Neck Collar Oval Hem,Rhea V-Neck Collar Oval Hem Crop Top Bordir Kuda POLO Wanita Korean Style Premium Rayon Spandex Fit Body Casual,Hitam,S/M/L,7010,rheahitam,rheahitam.jpg,41075632399
7010,Rhea V-Neck Collar Oval Hem,Rhea V-Neck Collar Oval Hem Crop Top Bordir Kuda POLO Wanita Korean Style Premium Rayon Spandex Fit Body Casual,Maron,M/S/L,7010,rheamaroon,rheamaroon.jpg,41075632399
7010,Rhea V-Neck Collar Oval Hem,Rhea V-Neck Collar Oval Hem Crop Top Bordir Kuda POLO Wanita Korean Style Premium Rayon Spandex Fit Body Casual,Abu Tua,M/S/L,7010,rheaabutua,rheaabutua.jpg,41075632399
7010,Rhea V-Neck Collar Oval Hem,Rhea V-Neck Collar Oval Hem Crop Top Bordir Kuda POLO Wanita Korean Style Premium Rayon Spandex Fit Body Casual,Salem,L/S/M,7010,rheasalem,rheasalem.jpg,41075632399
7010,Rhea V-Neck Collar Oval Hem,Rhea V-Neck Collar Oval Hem Crop Top Bordir Kuda POLO Wanita Korean Style Premium Rayon Spandex Fit Body Casual,Cokelat Tua,L/M/S,7010,rheacoklattua,rheacoklattua.jpg,41075632399
7010,Rhea V-Neck Collar Oval Hem,Rhea V-Neck Collar Oval Hem Crop Top Bordir Kuda POLO Wanita Korean Style Premium Rayon Spandex Fit Body Casual,Khaki,M/S/L,7010,rheakhaki,rheakhaki.jpg,41075632399
A11,Davina Bow Strap Off Shoulder,Davina Bow Strap Off Shoulder Long Sleeve Top Wanita Korean Style Ribbed Soft Knit Premium Fit Body Casual,Dusty Pink,,A11-pink,davinapink,davinapink.jpg,41070682640
A11,Davina Bow Strap Off Shoulder,Davina Bow Strap Off Shoulder Long Sleeve Top Wanita Korean Style Ribbed Soft Knit Premium Fit Body Casual,Misty Blue,,A11-biru,davinamistyblue,davinamistyblue.jpg,41070682640
A11,Davina Bow Strap Off Shoulder,Davina Bow Strap Off Shoulder Long Sleeve Top Wanita Korean Style Ribbed Soft Knit Premium Fit Body Casual,Moss Green,,A11-hijau,davinamossgreen,davinamossgreen.jpg,41070682640
A11,Davina Bow Strap Off Shoulder,Davina Bow Strap Off Shoulder Long Sleeve Top Wanita Korean Style Ribbed Soft Knit Premium Fit Body Casual,Taro,,A11-taro,davinataro,davinataro.jpg,41070682640
A11,Davina Bow Strap Off Shoulder,Davina Bow Strap Off Shoulder Long Sleeve Top Wanita Korean Style Ribbed Soft Knit Premium Fit Body Casual,Misty,,A11-abu,davinamisty,davinamisty.jpg,41070682640
A11,Davina Bow Strap Off Shoulder,Davina Bow Strap Off Shoulder Long Sleeve Top Wanita Korean Style Ribbed Soft Knit Premium Fit Body Casual,Soft Brown,,A11-coksu,davinasoftbrown,davinasoftbrown.jpg,41070682640
A40,Ayla One Shoulder Pointed Hem,Ayla One Shoulder Pointed Hem Long Sleeve Top Wanita Korean Style Premium Fit Body Casual,Dusty Pink,,A40-pink,aylapink,aylapink.jpg,41022229828
A40,Ayla One Shoulder Pointed Hem,Ayla One Shoulder Pointed Hem Long Sleeve Top Wanita Korean Style Premium Fit Body Casual,Misty Blue,,A40-biru,aylamistyblue,aylamistyblue.jpg,41022229828
